Marca temporal,Correo,UBICACION DEL BOSQUE URBANO,PROYECTO,ID CENSO ARBOREO,FECHA,COORDENADA NORTE,COORDENADA ESTE,NOMBRE COMUN,NOMBRE BOT�NICO,FAMILIA,ALTURA - EN METROS,DAP - EN CMS,DI�METRO DE LA COPA - EN METROS,GRADOS DE INCLINACI�N,RA�Z - ESTADO,ESTADO FITOSANITARIO,ESTADO DEL BIOTIPO,ESTADO DE CONSERVACI�N,LUMINOSIDAD QUE RECIBE,PORCENTAJE DE COMPETENCIA POR LUZ,ORIGEN,GREMIO DE AVES QUE BENEFICIA,ATRIBUTOS EST�TICOS,RELACI�N CON INFRAESTRUCTURA URBANA,��RBOL NOTABLE?,OTROS ATRIBUTOS,RECOMENDACI�N DE MANEJO,FOTOGRAF�AS,OBSERVACIONES,,,,,,
9/1/2022 9:53:50,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,109,01/09/2022,3.4412853,-76.5356906,Tulip�n Africano,Spathodea campanulata,Bignoniaceae,5,10,5,90,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, SEMILLERAS",COLOR FOLLAJE O FLORACI�N,"QUEBRADIZA, CA�DA DE FRUTOS O FLORES",NO,T�XICA PARA ABEJAS SIN AGUIJ�N (MELIPONINAS),NO REQUIERE,https://drive.google.com/open?id=1nGbSTVSEXAttP6ChKmPXfmWDLI9MxW2J,,,,,,,
9/1/2022 9:56:15,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,110,01/09/2022,3.4413064,-76.5356782,Mirto,Murraya paniculata,Rutaceae,4,25,4,90,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1r-mVNKE7f3wZ6mcW83iMJ_x6dC3-Lw5W,,,,,,,
9/1/2022 9:59:20,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,111,01/09/2022,3.4412984,-76.5356997,Mirto,Murraya paniculata,Rutaceae,4,35,4,0,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1LEN_TDqwYQQqF3jIGMuW0fy154g_aKmU,,,,,,,
9/1/2022 10:25:23,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,112,01/09/2022,3.4409446,-76.5360628,Guayac�n amarillo,Handroanthus chrysanthus,Bignoniaceae,14,53,12,80,BUENO,REGULAR,CONSERVADO,,"Encima, Norte, Sur, Oriente",20,,,,,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=15bkh8MMjZ-YrWxwC4xDXXqWZbJ5rhX-2,,,,,,,
9/1/2022 10:28:37,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,113,01/09/2022,3.4414236,-76.5361962,Lim�n,Citrus lemon,Rutaceae,5,15,6,75,REGULAR,BUENO,CONSERVADO,NO EVALUADA,"Encima, Occidente",70,Introducida,NO DETERMINADO,OLOR,CA�DA DE FRUTOS,NO,MEDICINAL,PODA DE COPA,https://drive.google.com/open?id=1qb1kl_zA_VWD3UMa-X4vkREMZSkNvEbl,,,,,,,
9/1/2022 10:33:17,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,114,01/09/2022,3.4417147,-76.5362214,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,12,95,15,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1yQrPXnXbxcLiShD_GZM1ssWDbkzfxCmc,,,,,,,
9/1/2022 10:47:31,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,115,01/09/2022,3.4418114,-76.5362488,Guayac�n Rosado,Tabebuia rosea,Bignoniaceae,12,42,12,90,BUENO,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"SEMILLERAS, INSECTIVORAS","COLOR FOLLAJE, FLORACI�N",CA�DA DE FRUTOS O FLORES,NO,PAISAJ�STICO,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=17lU8voJ92SSIscmeN_-ffEaTtFs6PGOe,,,,,,,
9/1/2022 10:49:49,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,116,01/09/2022,3.4418332,-76.5362559,Tulip�n Africano,Spathodea campanulata,Bignoniaceae,12,39,11,80,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Occidente",20,Introducida,"INSECT�VORAS, SEMILLERAS",COLOR FOLLAJE O FLORACI�N,"QUEBRADIZA, CA�DA DE FRUTOS O FLORES",NO,T�XICA PARA ABEJAS SIN AGUIJ�N (MELIPONINAS),PODA DE COPA,https://drive.google.com/open?id=1qZyOqupGWOSrXQBuKO0PjpWMpiXEJZsF,,,,,,,
9/1/2022 10:52:21,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,117,01/09/2022,3.4418958,-76.5362659,"Falso Laurel, Laurel",Ficus benjamina,Moraceae,16,140,24,80,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,"COLOR FOLLAJE, ESTRUCTURA","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1_FJBvXqyQFeMHa8W26rkqQ0tgc_UfMX0,,,,,,,
9/1/2022 10:55:21,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,118,01/09/2022,3.4419945,-76.5362177,"Acacia Roja, Flamboy�n",Delonix regia,Caesalpiniaceae,10,100,22,80,REGULAR,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Oriente, Occidente",20,Introducida,"INSECT�VORAS, SEMILLERAS",COLOR FOLLAJE O FLORACI�N,"QUEBRADIZA, CA�DA DE FRUTOS O FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1T39_SXpMVgwvNpjTvHnEFBCzoux4_KB6,,,,,,,
9/1/2022 10:58:13,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,119,01/09/2022,3.4415762,-76.5359873,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,11,33,13,80,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Occidente",60,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1_8glXcnHPAa_gZT_80kYtIV-eg5SOmv_,,,,,,,
9/1/2022 11:01:04,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,120,01/09/2022,3.4416327,-76.5359364,Mango,Mangifera indica,Anacardiaceae,15,75,16,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Sur, Oriente, Occidente",20,Introducida,FRUG�VORAS,COLOR FOLLAJE ,"CA�DA DE FRUTOS, COPA",NO,FRUTOS,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1QUFexda9yjRVVWp6rl3rG7BonQ_H9Fvt,,,,,,,
9/1/2022 11:03:23,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,121,01/09/2022,3.4416367,-76.5359726,Guayac�n Rosado,Tabebuia rosea,Bignoniaceae,14,35,13,75,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"SEMILLERAS, INSECTIVORAS","COLOR FOLLAJE, FLORACI�N",CA�DA DE FRUTOS O FLORES,NO,PAISAJ�STICO,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1x2qfPhucwJarr-YM5rtjczbGIy_y8T2V,,,,,,,
9/1/2022 11:05:41,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,122,01/09/2022,3.4416039,-76.5359813,Guayac�n Rosado,Tabebuia rosea,Bignoniaceae,14,42,13,85,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"SEMILLERAS, INSECTIVORAS","COLOR FOLLAJE, FLORACI�N",CA�DA DE FRUTOS O FLORES,NO,PAISAJ�STICO,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1reTkUVL7UAnTtKmjcpHzVsudDthae_L6,,,,,,,
9/1/2022 11:08:16,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,123,01/09/2022,3.4416903,-76.5360661,Almendro,Terminalia catappa,Combretaceae,9,43,15,80,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Occidente",20,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS O FLORES,NO,"FRUTOS, HOJAS U OTRAS PARTES COMESTIBLES","PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1bl8IL7FYyz9XSbPdnmomrtCGbL-pqt1j,,,,,,,
9/1/2022 11:10:11,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,124,01/09/2022,3.441776,-76.5360973,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,8,30,13,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1h_e2K-aqRu7EcF0_axCQHVR74RKbIe4R,,,,,,,
9/1/2022 11:13:10,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,125,01/09/2022,3.4417873,-76.5360705,Guayac�n Rosado,Tabebuia rosea,Bignoniaceae,6,10,4,90,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente",20,Nativa,"SEMILLERAS, INSECTIVORAS","COLOR FOLLAJE, FLORACI�N",CA�DA DE FRUTOS O FLORES,NO,PAISAJ�STICO,NO REQUIERE,https://drive.google.com/open?id=1pqmQEGeb-5MZgCDhQBIY9den9l8hUxKj,,,,,,,
9/1/2022 11:16:59,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,126,01/09/2022,3.4417974,-76.5360433,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,7,24,10,70,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Sur",60,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1LIkCPIZHWlq4YmCJoQvQ34wva7VJQUEG,,,,,,,
9/1/2022 11:19:09,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,127,01/09/2022,3.4418255,-76.5360608,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,11,40,15,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1TINjpccOEEimc4PJWkRgepulBuBunnEB,,,,,,,
9/1/2022 11:21:31,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,128,01/09/2022,3.4418245,-76.5360289,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,8,53,13,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Occidente",20,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1gnSmq3QpDX-W5j4sMvD15GFQyj_udHYt,,,,,,,
9/1/2022 11:23:53,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,129,01/09/2022,3.4418643,-76.5359592,Palma real de Cuba,Roystonea regia,Arecaceae,13,45,12,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",NO REQUIERE,https://drive.google.com/open?id=1BiytQkG4C3Y42WqyJxLoaJIsU7nQacc4,,,,,,,
9/1/2022 11:25:45,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,130,01/09/2022,3.4418824,-76.5359199,Palma real de Cuba,Roystonea regia,Arecaceae,10,40,12,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",20,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",NO REQUIERE,https://drive.google.com/open?id=1V2JVUvBRwOoOexP8czkvPqKlC1XNeOJq,,,,,,,
9/1/2022 11:28:46,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,131,01/09/2022,3.442025,-76.5360866,Almendro,Terminalia catappa,Combretaceae,11,42,13,75,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS O FLORES,NO,"FRUTOS, HOJAS U OTRAS PARTES COMESTIBLES","PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=17g5dXyGgXJ0itRIivzAsetO6bbWy9PHr,,,,,,,
9/1/2022 11:31:35,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,132,01/09/2022,3.4420564,-76.5360591,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,7,57,11,70,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1_ya9DUqkvvGDkqGiDh-v7xm9qFJdQ9uJ,,,,,,,
9/1/2022 11:33:36,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,133,01/09/2022,3.4421227,-76.5359753,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,7,48,11,90,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1N_t8rT11YTL9NuJ_sMUICnZvIT3ioHet,,,,,,,
9/1/2022 11:44:34,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,134,01/09/2022,3.4423262,-76.535872,"Flor de la Reina, Flor de Reina,",Lagerstroemia speciosa,Lythraceae,13,105,15,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, FRUG�VORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=11--z1pL3jxdJr3zeG6XK5WjXIDNQEM-L,,,,,,,
9/1/2022 11:48:06,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,135,01/09/2022,3.4424018,-76.5359173,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,12,95,13,90,BUENO,REGULAR,NO CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",10,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,ENDOTERAPIA,https://drive.google.com/open?id=1yfpi1drCNh4MgRbYOtxSxEbxa4ITSx3o,,,,,,,
9/1/2022 11:51:34,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,136,01/09/2022,3.4422378,-76.5356842,Chiminango,Pithecellobium dulce,Fabaceae,15,170,25,70,REGULAR,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1H3LBu2lsk08LBpBNWCyD5-2jsfaJ_gcF,,,,,,,
9/1/2022 11:54:34,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,137,01/09/2022,3.4421836,-76.5357449,Palma real de Cuba,Roystonea regia,Arecaceae,16,50,12,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Sur, Oriente, Occidente",20,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES","PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1UHRYXo6gMbZbFHXOf2TIXlCYHKsvGW_V,,,,,,,
9/1/2022 11:56:50,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,138,01/09/2022,3.4421799,-76.5357027,Lim�n,Citrus lemon,Rutaceae,2,14,4,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,Encima,90,Introducida,NO DETERMINADO,OLOR,CA�DA DE FRUTOS,NO,MEDICINAL,PODA DE COPA,https://drive.google.com/open?id=1jKguDWIFiI0EjzBEOrmXNBKxYav-wGpG,,,,,,,
9/1/2022 12:00:27,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,139,01/09/2022,3.4420855,-76.5355679,Chirlobirlo,Tecoma stans,Bignoniaceae,8,29,9,80,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,PODA DE COPA,https://drive.google.com/open?id=1PYXRzBIPn3XuF0QczrPC9_nDk2hEHCl6,,,,,,,
9/1/2022 12:02:57,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,140,01/09/2022,3.4420019,-76.5356702,Guayac�n Rosado,Tabebuia rosea,Bignoniaceae,11,14,10,85,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"SEMILLERAS, INSECTIVORAS","COLOR FOLLAJE, FLORACI�N",CA�DA DE FRUTOS O FLORES,NO,PAISAJ�STICO,NO REQUIERE,https://drive.google.com/open?id=1gi1MkF9gV_Bjc4eqJMZ5C-Z_LU9p2vGc,,,,,,,
9/1/2022 12:07:06,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,141,01/09/2022,3.4418637,-76.5355622,Araucaria,Araucaria excelsa,Araucariaceae,23,48,11,90,BUENO,BUENO,CONSERVADO,,"Encima, Sur, Oriente, Occidente",10,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1EISUZtUMUzKjw-prDG1k_6F0aLcq3j1C,,,,,,,
9/1/2022 12:09:05,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,142,01/09/2022,3.4418884,-76.5354851,Araucaria,Araucaria excelsa,Araucariaceae,24,50,12,90,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Oriente, Occidente",20,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1406n09OyoEu3UJE7-kOa8lcCmjYmuMGB,,,,,,,
9/1/2022 12:11:07,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,143,01/09/2022,3.4420139,-76.535466,Mango,Mangifera indica,Anacardiaceae,12,58,16,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,COLOR FOLLAJE ,"CA�DA DE FRUTOS, COPA",NO,FRUTOS,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=17D4klD1fX-AnYrOuu1D-jntsYQa4qSoo,,,,,,,
9/1/2022 12:13:37,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,144,01/09/2022,3.4418432,-76.535407,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,6,20,12,80,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",20,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1Rccd6K3mATRywZJZrvt4Mw9eDJgG4K_D,,,,,,,
9/1/2022 12:15:35,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,145,01/09/2022,3.4417884,-76.5353895,Gualanday,Jacaranda caucana,Bignoniaceae,7,10,4,65,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"NECTAR�VORAS, INSECTIVORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ORNAMENTAL,NO REQUIERE,https://drive.google.com/open?id=1W1BCibXv3Xt7J-PMA67KB52mMO3MvLRA,,,,,,,
9/1/2022 12:17:16,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,146,01/09/2022,3.4417763,-76.5354036,Gualanday,Jacaranda caucana,Bignoniaceae,6,14,4,65,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",9,Nativa,"NECTAR�VORAS, INSECTIVORAS",COLOR FOLLAJE O FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ORNAMENTAL,NO REQUIERE,https://drive.google.com/open?id=1agtYOevk4zvYfu9fkXEF1VRxVlGjhm2V,,,,,,,
9/1/2022 12:19:26,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,147,01/09/2022,3.4417622,-76.5354915,Palma Zancona,Syagrus sancona,Arecaceae,22,30,7,90,BUENO,BUENO,CONSERVADO,VULNERABLE,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS Y HOJAS,NO,PAISAJ�STICO,NO REQUIERE,https://drive.google.com/open?id=1m2r5lhfR54Vh3nYn-9yHm9sWDEDCK6FA,,,,,,,
9/1/2022 12:21:31,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,148,01/09/2022,3.441702,-76.5355806,Ceiba,Ceiba pentandra,Malvaceae,18,170,38,90,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,SI,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1FxQjOl0fP0tWh-rQcaXfF5CbYoya0suq,,,,,,,
9/1/2022 12:23:47,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,149,01/09/2022,3.4417639,-76.5355998,Palma real de Cuba,Roystonea regia,Arecaceae,18,45,10,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",NO REQUIERE,https://drive.google.com/open?id=1vdPg12k7MCCdOHMPRlrDo3-adAbcOb0Z,,,,,,,
9/1/2022 12:26:06,ing.sevillag@gmail.com,SANTA LIBRADA,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,150,01/09/2022,3.4417375,-76.5356635,Mango,Mangifera indica,Anacardiaceae,11,60,14,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Sur, Oriente, Occidente",20,Introducida,FRUG�VORAS,COLOR FOLLAJE ,"CA�DA DE FRUTOS, COPA",NO,FRUTOS,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1n3f2jeWueTFS6mWCn66vL7DDhfTVZaVp,,,,,,,
